ticker,period,metric,value,unit,source_url,verified
LUV,2008Q1,enplaned_passengers,24708615.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238008000007/ex99_1.htm,True
LUV,2008Q2,enplaned_passengers,27550957.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238008000012/ex99_1.htm,True
LUV,2008Q3,enplaned_passengers,25686181.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238008000016/ex99_1.htm,True
LUV,2008Q4,enplaned_passengers,23974845.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238009000002/ex99_1.htm,True
LUV,2009Q1,enplaned_passengers,23049990.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238009000014/ex99_1.htm,True
LUV,2009Q2,enplaned_passengers,9554999.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238009000030/ex99_1.htm,True
LUV,2009Q3,enplaned_passengers,26396360.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238009000040/ex99_1.htm,True
LUV,2009Q4,enplaned_passengers,25386440.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238010000004/ex99_1.htm,True
LUV,2010Q1,enplaned_passengers,23694464.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238010000025/ex99_1.htm,True
LUV,2010Q2,enplaned_passengers,10001004.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238010000081/ex99_1.htm,True
LUV,2010Q3,enplaned_passengers,27814896.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238010000092/ex99_1.htm,True
LUV,2010Q4,enplaned_passengers,29224501.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238011000004/ex99_1.htm,True
LUV,2011Q2,enplaned_passengers,33430914.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238011000064/ex99_1.htm,True
LUV,2011Q3,enplaned_passengers,35010060.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238011000083/ex99_1.htm,True
LUV,2011Q4,enplaned_passengers,33510920.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238012000004/ex99_1.htm,True
LUV,2012Q1,enplaned_passengers,31154453.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238012000014/ex99_1.htm,True
LUV,2012Q2,enplaned_passengers,35210151.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238012000085/ex99_1.htm,True
LUV,2012Q3,enplaned_passengers,34913698.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238012000101/ex99_1.htm,True
LUV,2012Q4,enplaned_passengers,32699829.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238013000007/ex99_1.htm,True
LUV,2013Q1,enplaned_passengers,30712625.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238013000016/earningsrelease.htm,True
LUV,2013Q2,enplaned_passengers,35530779.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238013000094/a6302013-earningsrelease.htm,True
LUV,2013Q4,enplaned_passengers,33118822.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238014000004/a12312013-earningsrelease.htm,True
LUV,2014Q1,enplaned_passengers,30656581.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238014000022/er3312014-earningsrelease.htm,True
LUV,2014Q2,enplaned_passengers,11890205.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238014000143/ex991-august.htm,True
LUV,2014Q3,enplaned_passengers,35255248.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238014000149/er-9302014xerdoc.htm,True
LUV,2014Q4,enplaned_passengers,34065219.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238015000006/er-12312014xerdoc.htm,True
LUV,2015Q1,enplaned_passengers,32098958.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238015000040/er-3312015xerdoc.htm,True
LUV,2015Q2,enplaned_passengers,37670284.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238015000096/er-6302015xerdoc.htm,True
LUV,2015Q3,enplaned_passengers,37765903.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238015000124/er-9302015xerdoc.htm,True
LUV,2015Q4,enplaned_passengers,37039737.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238016000156/er-12312015xerdoc.htm,True
LUV,2016Q1,enplaned_passengers,34628441.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238016000207/er-3312016xerdoc.htm,True
LUV,2016Q2,enplaned_passengers,39479241.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238016000250/er-6302016xerdoc.htm,True
LUV,2016Q3,enplaned_passengers,38852737.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238016000268/er-9302016xerdoc.htm,True
LUV,2016Q4,enplaned_passengers,38779938.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238017000006/er-12312016xerdoc.htm,True
LUV,2017Q1,enplaned_passengers,35578350.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238017000076/er-3312017xerdoc.htm,True
LUV,2017Q2,enplaned_passengers,41436991.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238017000144/er-6302017xerdoc.htm,True
LUV,2017Q3,enplaned_passengers,40232993.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238017000161/er-9302017xerdoc.htm,True
LUV,2017Q4,enplaned_passengers,40428884.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238018000008/er-12312017xerdoc.htm,True
LUV,2018Q1,enplaned_passengers,37543100.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238018000071/er-3312018xerdoc.htm,True
LUV,2018Q2,enplaned_passengers,42930875.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238018000106/er-6302018xerdoc.htm,True
LUV,2018Q3,enplaned_passengers,41424418.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238018000127/er-9302018xerdoc.htm,True
LUV,2018Q4,enplaned_passengers,41707440.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238019000004/er-12312018xerdoc.htm,True
LUV,2019Q1,enplaned_passengers,37813.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238019000046/er-3312019xerdoc.htm,True
LUV,2019Q2,enplaned_passengers,42569.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238019000075/er-6302019xerdoc.htm,True
LUV,2019Q3,enplaned_passengers,41098.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238019000083/er-9302019xerdoc.htm,True
LUV,2019Q4,enplaned_passengers,41201.0,thousands,https://www.sec.gov/Archives/edgar/data/92380/000009238020000004/er-12312019xerdoc.htm,True
